"Year","Country.or.territory.of.asylum.or.residence","Country.or.territory.of.origin","Refugees","Refugees.assisted.by.UNHCR","Total.refugees.and.people.in.refugee.like.situations","Total.refugees.and.people.in.refugee.like.situations.assisted.by.UNHCR"
#period_date,#country,#origin,#inneed_num,#reached_num,,
"2012","POR","NIG",11,0,11,0
"2012","POR","PAK",7,0,7,0
"2012","POR","PER",2,0,2,0
"2012","POR","ROM",0,0,0,0
"2012","POR","RUS",15,0,15,0
"2012","POR","RWA",2,0,2,0
"2012","POR","SAU",1,0,1,0
"2012","POR","SEN",4,0,4,0
"2012","POR","SLE",8,0,8,0
"2012","POR","SOM",40,0,40,0
"2012","POR","SRB",2,0,2,0
"2012","POR","STP",1,0,1,0
"2012","POR","SUD",1,0,1,0
"2012","POR","TOG",1,0,1,0
"2012","POR","TUR",3,0,3,0
"2012","POR","UGA",2,0,2,0
"2012","POR","UZB",3,0,3,0
"2012","POR","VAR",24,0,24,0
"2012","POR","ZIM",1,0,1,0
"2012","QAT","IRQ",64,64,64,64
"2012","QAT","SOM",8,8,8,8
"2012","QAT","SYR",8,8,8,8
"2012","ROM","AFG",125,24,125,24
"2012","ROM","ALG",4,0,4,0
"2012","ROM","ARE",15,6,15,6
"2012","ROM","BGD",1,0,1,0
"2012","ROM","BLR",1,0,1,0
"2012","ROM","CHI",4,0,4,0
"2012","ROM","CMR",25,5,25,5
"2012","ROM","COB",23,0,23,0
"2012","ROM","COD",17,0,17,0
"2012","ROM","COL",1,0,1,0
"2012","ROM","CUB",3,0,3,0
"2012","ROM","DJB",1,0,1,0
"2012","ROM","ECU",3,0,3,0
"2012","ROM","ERT",17,9,17,9
"2012","ROM","ETH",7,0,7,0
"2012","ROM","GAZ",30,10,30,10
"2012","ROM","GEO",3,0,3,0
"2012","ROM","GUI",6,0,6,0
"2012","ROM","ICO",4,0,4,0
"2012","ROM","IRN",50,15,50,15
"2012","ROM","IRQ",487,35,487,35
"2012","ROM","ISR",0,0,0,0
"2012","ROM","JOR",8,0,8,0
"2012","ROM","KEN",2,0,2,0
"2012","ROM","LBR",3,0,3,0
"2012","ROM","LEB",9,0,9,0
"2012","ROM","LKA",3,0,3,0
"2012","ROM","MAU",1,0,1,0
"2012","ROM","MDA",9,0,9,0
"2012","ROM","MOR",1,0,1,0
"2012","ROM","MYA",45,0,45,0
"2012","ROM","NIG",6,0,6,0
"2012","ROM","PAK",9,0,9,0
"2012","ROM","RSA",1,0,1,0
"2012","ROM","RUS",3,0,3,0
"2012","ROM","RWA",2,0,2,0
"2012","ROM","SEN",3,0,3,0
"2012","ROM","SOM",94,5,94,5
"2012","ROM","SRB",15,0,15,0
"2012","ROM","STA",8,0,8,0
"2012","ROM","SUD",15,6,15,6
"2012","ROM","SYR",152,8,152,8
"2012","ROM","TUN",2,0,2,0
"2012","ROM","TUR",41,9,41,9
"2012","ROM","UZB",2,0,2,0
"2012","ROM","YEM",1,0,1,0
"2012","RSA","AFG",20,2,20,2
"2012","RSA","ANG",5805,608,5805,608
"2012","RSA","ARE",1,0,1,0
"2012","RSA","BDI",2359,247,2359,247
"2012","RSA","BGD",146,15,146,15
"2012","RSA","BHS",1,0,1,0
"2012","RSA","BSN",27,3,27,3
"2012","RSA","CMR",135,14,135,14
"2012","RSA","COB",2336,245,2336,245
"2012","RSA","COD",13386,1402,13386,NA
"2012","RSA","ERT",660,69,660,69
"2012","RSA","EST",2,0,2,0
"2012","RSA","ETH",5538,580,5538,580
"2012","RSA","GAZ",3,0,3,0
"2012","RSA","GHA",10,1,10,1
"2012","RSA","ICO",12,1,12,1
"2012","RSA","IND",3,0,3,0
"2012","RSA","IRQ",5,0,5,0
"2012","RSA","KEN",53,6,53,6
"2012","RSA","KGZ",18,2,18,2
"2012","RSA","LBR",214,22,214,22
"2012","RSA","LES",2,0,2,0
"2012","RSA","LKA",1,0,1,0
"2012","RSA","MLW",11,1,11,1
"2012","RSA","MOR",2,0,2,0
"2012","RSA","MYA",1,0,1,0
"2012","RSA","NIG",34,4,34,4
"2012","RSA","PAK",38,4,38,4
"2012","RSA","POL",5,0,5,0
"2012","RSA","RWA",1364,143,1364,143
"2012","RSA","SEN",1,0,1,0
"2012","RSA","SLE",53,6,53,6
"2012","RSA","SOL",5,1,5,1
"2012","RSA","SOM",17864,1871,17864,NA
"2012","RSA","SRB",34,4,34,4
"2012","RSA","SUD",182,19,182,19
"2012","RSA","SWA",1,0,1,0
"2012","RSA","SYR",2,0,2,0
"2012","RSA","TAN",140,15,140,15
"2012","RSA","UGA",141,15,141,15
"2012","RSA","VAR",13503,1414,13503,NA
"2012","RSA","YEM",3,0,3,0
"2012","RSA","ZAM",17,2,17,2
"2012","RSA","ZIM",1095,115,1095,115
"2012","RUS","AFG",1300,1300,1300,NA
"2012","RUS","ANG",11,11,11,11
"2012","RUS","ARE",8,8,8,8
"2012","RUS","AZE",19,19,19,19
"2012","RUS","BGD",13,13,13,13
"2012","RUS","BLR",2,2,2,2
"2012","RUS","CHI",9,9,9,9
"2012","RUS","COB",5,5,5,5
"2012","RUS","COD",15,15,15,15
"2012","RUS","CUB",1,1,1,1
"2012","RUS","ERT",2,2,2,2
"2012","RUS","EST",2,2,2,2
"2012","RUS","ETH",1,1,1,1
"2012","RUS","GAZ",8,8,8,8
"2012","RUS","GEO",1404,1404,1404,NA
"2012","RUS","GUI",3,3,3,3
"2012","RUS","IND",1,1,1,1
"2012","RUS","IRN",4,4,4,4
"2012","RUS","IRQ",19,19,19,19
"2012","RUS","KAZ",3,3,3,3
"2012","RUS","KGZ",42,42,42,42
"2012","RUS","KRN",44,44,44,44
"2012","RUS","KUW",1,1,1,1
"2012","RUS","LBR",1,1,1,1
"2012","RUS","LEB",7,7,7,7
"2012","RUS","LKA",1,1,1,1
"2012","RUS","LVA",2,2,2,2
"2012","RUS","MDA",9,9,9,9
"2012","RUS","MOZ",1,1,1,1
"2012","RUS","PAK",1,1,1,1
"2012","RUS","POR",1,1,1,1
"2012","RUS","RWA",2,2,2,2
"2012","RUS","SOM",4,4,4,4
"2012","RUS","SRB",3,3,3,3
"2012","RUS","SUD",1,1,1,1
"2012","RUS","SYR",53,53,53,53
"2012","RUS","TAN",1,1,1,1
"2012","RUS","TJK",30,30,30,30
"2012","RUS","TKM",10,10,10,10
"2012","RUS","UGA",1,1,1,1
"2012","RUS","UKR",5,5,5,5
"2012","RUS","USA",5,5,5,5
"2012","RUS","UZB",85,85,85,85
"2012","RUS","VAR",38,38,38,38
"2012","RWA","ANG",4,4,4,4
"2012","RWA","BDI",333,333,333,333
"2012","RWA","CHD",7,7,7,7
"2012","RWA","COD",57857,57857,57857,NA
"2012","RWA","ERT",1,1,1,1
"2012","RWA","ETH",3,3,3,3
"2012","RWA","SOM",3,3,3,3
"2012","RWA","SUD",0,0,0,0
"2012","RWA","UGA",4,4,4,4
"2012","SAL","ALG",1,1,1,1
"2012","SAL","CHI",2,0,2,0
"2012","SAL","COL",3,0,3,0
"2012","SAL","HON",13,1,13,1
"2012","SAL","IRN",1,0,1,0
"2012","SAL","NIC",25,25,25,25
"2012","SAU","CHD",1,1,1,1
"2012","SAU","CHI",14,14,14,14
"2012","SAU","ERT",379,379,379,379
"2012","SAU","ETH",3,3,3,3
"2012","SAU","GAZ",22,22,22,22
"2012","SAU","IRQ",50,50,50,50
"2012","SAU","LBR",0,0,27,27
"2012","SAU","MYA",1,1,1,1
"2012","SAU","RUS",2,2,2,2
"2012","SAU","SOM",20,20,20,20
"2012","SAU","SUD",31,31,31,31
"2012","SAU","SYR",14,14,14,14
"2012","SAU","TUN",6,6,6,6
"2012","SAU","UZB",7,7,7,7
"2012","SEN","ALG",9,9,9,9
"2012","SEN","ANG",1,1,1,1
"2012","SEN","BDI",50,50,50,50
"2012","SEN","CHD",15,15,15,15
"2012","SEN","CMR",11,11,11,11
"2012","SEN","COB",19,19,19,19
"2012","SEN","COD",20,20,20,20
"2012","SEN","ETH",2,2,2,2
"2012","SEN","GAM",2,2,2,2
"2012","SEN","GHA",1,1,1,1
"2012","SEN","GUI",13,13,13,13
"2012","SEN","ICO",48,48,48,48
"2012","SEN","LBR",61,61,61,61
"2012","SEN","MAU",13702,13702,13702,NA
"2012","SEN","NIG",7,7,7,7
"2012","SEN","RWA",274,274,274,274
"2012","SEN","SOM",1,1,1,1
"2012","SEN","TOG",1,1,1,1
"2012","SIN","CHI",2,0,2,0
"2012","SIN","COD",0,0,0,0
"2012","SIN","MYA",1,0,1,0
"2012","SIN","PAK",0,0,0,0
"2012","SLE","CHD",1,0,1,0
"2012","SLE","EGU",0,0,0,0
"2012","SLE","ICO",33,18,33,18
"2012","SLE","LBR",4163,4163,4163,NA
"2012","SLE","MAU",0,0,0,0
"2012","SLE","SRV",0,0,0,0
"2012","SLE","SUD",7,7,7,7
"2012","SOM","BGD",4,4,4,4
"2012","SOM","COD",2,2,2,2
"2012","SOM","ERT",39,39,39,39
"2012","SOM","ETH",2179,2179,2179,NA
"2012","SOM","MYA",0,0,0,0
"2012","SOM","SUD",3,3,3,3
"2012","SOM","TAN",29,29,29,29
"2012","SOM","UGA",2,2,2,2
"2012","SOM","VAR",1,1,46,46
"2012","SOM","YEM",5,5,5,5
"2012","SPA","AFG",92,0,92,0
"2012","SPA","ALB",16,0,16,0
"2012","SPA","ALG",49,0,49,0
"2012","SPA","ANG",17,0,17,0
"2012","SPA","ARE",8,0,8,0
"2012","SPA","ARM",61,0,61,0
"2012","SPA","AZE",40,0,40,0
"2012","SPA","BDI",3,0,3,0
"2012","SPA","BGD",13,0,13,0
"2012","SPA","BHU",2,0,2,0
"2012","SPA","BKF",5,0,5,0
"2012","SPA","BLR",31,0,31,0
"2012","SPA","BOL",4,0,4,0
"2012","SPA","BSN",2,0,2,0
"2012","SPA","BUL",1,0,1,0
"2012","SPA","CAR",1,0,1,0
"2012","SPA","CHI",11,0,11,0
"2012","SPA","CMR",24,0,24,0
"2012","SPA","COB",13,0,13,0
"2012","SPA","COD",98,0,98,0
"2012","SPA","COL",637,0,637,0
"2012","SPA","CUB",967,0,967,0
"2012","SPA","ECU",4,0,4,0
"2012","SPA","EGU",111,0,111,0
"2012","SPA","ERT",33,0,33,0
"2012","SPA","ETH",78,0,78,0
"2012","SPA","GAB",3,0,3,0
"2012","SPA","GAM",8,0,8,0
"2012","SPA","GAZ",298,0,298,0
"2012","SPA","GEO",26,0,26,0
"2012","SPA","GHA",1,0,1,0
"2012","SPA","GUA",7,0,7,0
"2012","SPA","GUI",6,0,6,0
"2012","SPA","HAI",20,0,20,0
"2012","SPA","HON",15,0,15,0
"2012","SPA","ICO",246,0,246,0
"2012","SPA","IND",4,0,4,0
"2012","SPA","IRN",51,0,51,0
"2012","SPA","IRQ",248,0,248,0
"2012","SPA","ISR",1,0,1,0
"2012","SPA","JOR",19,0,19,0
"2012","SPA","KAZ",8,0,8,0
"2012","SPA","KGZ",4,0,4,0
"2012","SPA","KRN",1,0,1,0
"2012","SPA","LBR",19,0,19,0
"2012","SPA","LEB",1,0,1,0
"2012","SPA","LKA",71,0,71,0
"2012","SPA","LVA",0,0,0,0
"2012","SPA","MAU",4,0,4,0
"2012","SPA","MDA",4,0,4,0
"2012","SPA","MEX",8,0,8,0
"2012","SPA","MLI",1,0,1,0
"2012","SPA","MOR",34,0,34,0
"2012","SPA","MOZ",1,0,1,0
"2012","SPA","MTS",2,0,2,0
"2012","SPA","MYA",2,0,2,0
"2012","SPA","NEP",6,0,6,0
"2012","SPA","NIC",9,0,9,0
"2012","SPA","NIG",24,0,24,0
"2012","SPA","PAK",124,0,124,0
"2012","SPA","PER",3,0,3,0
"2012","SPA","ROM",4,0,4,0
"2012","SPA","RUS",268,0,268,0
"2012","SPA","RWA",14,0,14,0
"2012","SPA","SAL",1,0,1,0
"2012","SPA","SEN",2,0,2,0
"2012","SPA","SLE",22,0,22,0
"2012","SPA","SOM",196,0,196,0
"2012","SPA","SRB",16,0,16,0
"2012","SPA","SRV",5,0,5,0
"2012","SPA","STA",108,0,108,0
"2012","SPA","SUD",44,0,44,0
"2012","SPA","SYR",32,0,32,0
"2012","SPA","TOG",12,0,12,0
"2012","SPA","TUN",6,0,6,0
"2012","SPA","TUR",8,0,8,0
"2012","SPA","UKR",10,0,10,0
"2012","SPA","UZB",7,0,7,0
"2012","SPA","VAR",95,0,95,0
"2012","SPA","VEN",44,0,44,0
"2012","SPA","WSH",9,0,9,0
"2012","SPA","YEM",5,0,5,0
"2012","SPA","ZIM",2,0,2,0
"2012","SRB","BSN",16418,2324,16418,NA
"2012","SRB","CMR",1,1,1,1
"2012","SRB","CUB",1,1,1,1
"2012","SRB","ETH",0,0,0,0
"2012","SRB","HRV",49931,7100,49931,NA
"2012","SRB","IRQ",18,17,18,17
"2012","SRB","MCD",0,0,0,0
"2012","SRB","SOM",1,0,1,0
"2012","SRV","CAM",0,0,0,0
"2012","SSD","CAR",1560,1560,1560,NA
"2012","SSD","COD",18296,18296,18296,NA
"2012","SSD","ETH",5891,5891,5891,NA
"2012","SSD","SUD",176834,176834,176834,NA
"2012","SUD","ALG",1,1,1,1
"2012","SUD","ARE",3,3,3,3
"2012","SUD","BDI",2,2,2,2
"2012","SUD","CAR",46,30,2172,30
"2012","SUD","CHD",8370,8331,32220,NA
"2012","SUD","COB",1,1,1,1
"2012","SUD","COD",15,14,15,14
"2012","SUD","ERT",112283,81136,112283,NA
"2012","SUD","ETH",4761,1697,4761,NA
"2012","SUD","GAM",1,1,1,1
"2012","SUD","GAZ",4,4,4,4
"2012","SUD","GUI",1,0,1,0
"2012","SUD","IRQ",15,15,15,15
"2012","SUD","KEN",3,0,3,0
"2012","SUD","LBR",0,0,0,0
"2012","SUD","LBY",2,2,2,2
"2012","SUD","SOM",372,111,372,111
"2012","SUD","TAN",1,1,1,1
"2012","SUD","TUN",1,1,1,1
"2012","SUD","UGA",219,216,219,216
"2012","SUD","VAR",116,0,116,0
"2012","SUD","ZIM",1,1,1,1
"2012","SVK","AFG",209,0,209,0
"2012","SVK","ALG",2,0,2,0
"2012","SVK","ANG",1,0,1,0
"2012","SVK","ARE",1,0,1,0
"2012","SVK","ARM",10,0,10,0
"2012","SVK","BDI",1,0,1,0
"2012","SVK","BEN",1,0,1,0
"2012","SVK","BGD",1,0,1,0
"2012","SVK","BSN",1,0,1,0
"2012","SVK","CHI",4,0,4,0
"2012","SVK","CMR",3,0,3,0
"2012","SVK","COB",5,0,5,0
"2012","SVK","COD",10,0,10,0
"2012","SVK","CUB",32,0,32,0
"2012","SVK","ERT",1,0,1,0
"2012","SVK","GAZ",8,0,8,0
"2012","SVK","ICO",3,0,3,0
"2012","SVK","IRN",35,0,35,0
"2012","SVK","IRQ",95,0,95,0
"2012","SVK","KUW",1,0,1,0
"2012","SVK","LBY",1,0,1,0
"2012","SVK","NIG",1,0,1,0
"2012","SVK","PAK",4,0,4,0
"2012","SVK","RUS",6,0,6,0
"2012","SVK","SEN",1,0,1,0
"2012","SVK","SOM",161,0,161,0
"2012","SVK","SRB",10,0,10,0
"2012","SVK","SRV",1,0,1,0
"2012","SVK","STA",8,0,8,0
"2012","SVK","SUD",1,0,1,0
"2012","SVK","SYR",24,0,24,0
"2012","SVK","TAN",0,0,0,0
"2012","SVK","TUR",2,0,2,0
"2012","SVK","UKR",17,0,17,0
"2012","SVK","UZB",0,0,0,0
"2012","SVK","VAR",0,0,0,0
"2012","SVK","YEM",1,0,1,0
"2012","SVN","AFG",18,0,18,0
"2012","SVN","BSN",9,0,9,0
"2012","SVN","CMR",1,0,1,0
"2012","SVN","COD",6,0,6,0
"2012","SVN","ERT",1,0,1,0
"2012","SVN","IRN",15,0,15,0
"2012","SVN","IRQ",4,0,4,0
"2012","SVN","KAZ",16,0,16,0
"2012","SVN","LKA",1,0,1,0
"2012","SVN","NIG",1,0,1,0
"2012","SVN","RUS",7,0,7,0
"2012","SVN","SLE",3,0,3,0
"2012","SVN","SOM",20,0,20,0
"2012","SVN","SRB",63,0,63,0
"2012","SVN","SUD",5,0,5,0
"2012","SVN","SYR",2,0,2,0
"2012","SVN","TUR",1,0,1,0
"2012","SVN","UZB",1,0,1,0
"2012","SVN","YEM",1,0,1,0
"2012","SVN","ZIM",1,0,1,0
"2012","SWA","ANG",12,0,12,0
"2012","SWA","BDI",90,49,90,49
"2012","SWA","BUL",4,0,4,0
"2012","SWA","CMR",6,0,6,0
"2012","SWA","COD",255,74,255,74
"2012","SWA","ETH",5,0,5,0
"2012","SWA","GUI",2,0,2,0
"2012","SWA","ICO",1,0,1,0
"2012","SWA","KEN",2,0,2,0
"2012","SWA","LBR",3,0,3,0
"2012","SWA","LKA",1,0,1,0
"2012","SWA","RSA",1,0,1,0
"2012","SWA","RWA",84,20,84,20
"2012","SWA","SOM",22,19,22,19
"2012","SWA","TAN",2,1,2,1
"2012","SWA","UGA",7,1,7,1
"2012","SWA","ZIM",8,0,8,0
"2012","SWE","AFG",8454,0,8454,0
"2012","SWE","ALB",209,0,209,0
"2012","SWE","ALG",66,0,66,0
"2012","SWE","ANG",80,0,80,0
"2012","SWE","ARE",142,0,142,0
"2012","SWE","ARG",2,0,2,0
"2012","SWE","ARM",548,0,548,0
"2012","SWE","AUL",2,0,2,0
"2012","SWE","AZE",834,0,834,0
"2012","SWE","BAH",1,0,1,0
"2012","SWE","BDI",1203,0,1203,0
"2012","SWE","BEL",13,0,13,0
"2012","SWE","BEN",5,0,5,0
"2012","SWE","BGD",251,0,251,0
"2012","SWE","BHU",9,0,9,0
"2012","SWE","BKF",3,0,3,0
"2012","SWE","BLR",188,0,188,0
"2012","SWE","BOL",36,0,36,0
"2012","SWE","BRA",4,0,4,0
"2012","SWE","BSN",1239,0,1239,0
"2012","SWE","BUL",33,0,33,0
"2012","SWE","CAM",5,0,5,0
"2012","SWE","CAR",0,0,0,0
"2012","SWE","CHD",8,0,8,0
"2012","SWE","CHI",255,0,255,0
"2012","SWE","CHL",30,0,30,0
"2012","SWE","CMR",80,0,80,0
"2012","SWE","COB",60,0,60,0
"2012","SWE","COD",287,0,287,0
"2012","SWE","COL",60,0,60,0
"2012","SWE","COS",0,0,0,0
"2012","SWE","CUB",88,0,88,0
"2012","SWE","CZE",2,0,2,0
"2012","SWE","DEN",1,0,1,0
"2012","SWE","DJB",1,0,1,0
"2012","SWE","ECU",50,0,50,0
"2012","SWE","EGU",3,0,3,0
"2012","SWE","ERT",6414,0,6414,0
"2012","SWE","EST",5,0,5,0
"2012","SWE","ETH",452,0,452,0
"2012","SWE","FRA",1,0,1,0
"2012","SWE","GAM",45,0,45,0
"2012","SWE","GBR",4,0,4,0
"2012","SWE","GEO",170,0,170,0
"2012","SWE","GFR",6,0,6,0
"2012","SWE","GHA",21,0,21,0
"2012","SWE","GNB",4,0,4,0
"2012","SWE","GRE",1,0,1,0
"2012","SWE","GUA",10,0,10,0
"2012","SWE","GUI",61,0,61,0
"2012","SWE","HAI",1,0,1,0
"2012","SWE","HON",17,0,17,0
"2012","SWE","HRV",46,0,46,0
"2012","SWE","HUN",1,0,1,0
"2012","SWE","ICO",59,0,59,0
"2012","SWE","IND",51,0,51,0
"2012","SWE","INS",6,0,6,0
"2012","SWE","IRN",2992,0,2992,0
"2012","SWE","IRQ",24741,0,24741,0
"2012","SWE","ISR",30,0,30,0
"2012","SWE","ITA",3,0,3,0
"2012","SWE","JOR",316,0,316,0
"2012","SWE","KAZ",306,0,306,0
"2012","SWE","KEN",68,0,68,0
"2012","SWE","KGZ",174,0,174,0
"2012","SWE","KIR",29,0,29,0
"2012","SWE","KOR",8,0,8,0
"2012","SWE","KRN",7,0,7,0
"2012","SWE","KUW",9,0,9,0
"2012","SWE","LAO",6,0,6,0
"2012","SWE","LBR",30,0,30,0
"2012","SWE","LBY",355,0,355,0
"2012","SWE","LEB",380,0,380,0
"2012","SWE","LKA",42,0,42,0
"2012","SWE","LTU",10,0,10,0
"2012","SWE","LVA",11,0,11,0
"2012","SWE","MAU",6,0,6,0
"2012","SWE","MCD",118,0,118,0
"2012","SWE","MDA",12,0,12,0
"2012","SWE","MLI",10,0,10,0
"2012","SWE","MLS",5,0,5,0
"2012","SWE","MNE",49,0,49,0
"2012","SWE","MNG",158,0,158,0
"2012","SWE","MOR",65,0,65,0
"2012","SWE","MYA",49,0,49,0
"2012","SWE","NAM",0,0,0,0
"2012","SWE","NEP",22,0,22,0
"2012","SWE","NET",4,0,4,0
"2012","SWE","NGR",3,0,3,0
"2012","SWE","NIC",6,0,6,0
"2012","SWE","NIG",178,0,178,0
"2012","SWE","NOR",3,0,3,0
"2012","SWE","PAK",209,0,209,0
"2012","SWE","PER",40,0,40,0
"2012","SWE","PHI",33,0,33,0
"2012","SWE","POL",4,0,4,0
"2012","SWE","ROM",38,0,38,0
"2012","SWE","RSA",1,0,1,0
"2012","SWE","RUS",1770,0,1770,0
"2012","SWE","RWA",41,0,41,0
"2012","SWE","SAL",43,0,43,0
"2012","SWE","SAU",8,0,8,0
"2012","SWE","SEN",11,0,11,0
"2012","SWE","SIN",2,0,2,0
"2012","SWE","SLE",44,0,44,0
"2012","SWE","SOM",19416,0,19416,0
"2012","SWE","SPA",1,0,1,0
"2012","SWE","SRB",4315,0,4315,0
"2012","SWE","SRV",82,0,82,0
"2012","SWE","STA",4948,0,4948,0
"2012","SWE","SUD",295,0,295,0
"2012","SWE","SVK",8,0,8,0
"2012","SWE","SVN",1,0,1,0
"2012","SWE","SYR",6051,0,6051,0
"2012","SWE","TAN",19,0,19,0
"2012","SWE","THA",14,0,14,0
"2012","SWE","TJK",38,0,38,0
"2012","SWE","TKM",61,0,61,0
"2012","SWE","TOG",17,0,17,0
"2012","SWE","TUN",41,0,41,0
"2012","SWE","TUR",503,0,503,0
"2012","SWE","UGA",191,0,191,0
"2012","SWE","UKR",111,0,111,0
"2012","SWE","URU",1,0,1,0
"2012","SWE","USA",10,0,10,0
"2012","SWE","UZB",1487,0,1487,0
"2012","SWE","VAR",750,0,750,0
"2012","SWE","VEN",6,0,6,0
"2012","SWE","YEM",390,0,390,0
"2012","SWE","ZAM",4,0,4,0
"2012","SWE","ZIM",36,0,36,0
"2012","SWI","AFG",2099,0,2099,0
"2012","SWI","ALB",49,0,49,0
"2012","SWI","ALG",195,0,195,0
"2012","SWI","ANG",1176,0,1176,0
"2012","SWI","ARE",46,0,46,0
"2012","SWI","ARG",1,0,1,0
"2012","SWI","ARM",66,0,66,0
"2012","SWI","AUS",3,0,3,0
"2012","SWI","AZE",67,0,67,0
"2012","SWI","BAH",1,0,1,0
"2012","SWI","BDI",81,0,81,0
"2012","SWI","BEN",29,0,29,0
"2012","SWI","BGD",58,0,58,0
"2012","SWI","BHU",1,0,1,0
"2012","SWI","BKF",10,0,10,0
"2012","SWI","BLR",30,0,30,0
"2012","SWI","BOL",10,0,10,0
"2012","SWI","BRA",6,0,6,0
"2012","SWI","BSN",2795,0,2795,0
"2012","SWI","BUL",17,0,17,0
"2012","SWI","CAM",376,0,376,0
"2012","SWI","can",1,0,1,0
"2012","SWI","CAR",6,0,6,0
"2012","SWI","CHD",48,0,48,0
"2012","SWI","CHI",1662,0,1662,0
"2012","SWI","CHL",14,0,14,0
"2012","SWI","CMR",178,0,178,0
"2012","SWI","COB",85,0,85,0
"2012","SWI","COD",1357,0,1357,0
"2012","SWI","COL",327,0,327,0
"2012","SWI","CUB",38,0,38,0
"2012","SWI","CVI",1,0,1,0
"2012","SWI","CZE",8,0,8,0
"2012","SWI","DJB",5,0,5,0
"2012","SWI","DOM",1,0,1,0
"2012","SWI","ECU",10,0,10,0
"2012","SWI","ERT",10981,0,10981,0
"2012","SWI","ETH",615,0,615,0
"2012","SWI","FIJ",0,0,0,0
"2012","SWI","FRA",1,0,1,0
"2012","SWI","GAB",5,0,5,0
"2012","SWI","GAM",32,0,32,0
"2012","SWI","GAZ",109,0,109,0
"2012","SWI","GEO",85,0,85,0
"2012","SWI","GFR",2,0,2,0
"2012","SWI","GHA",8,0,8,0
"2012","SWI","GNB",25,0,25,0
"2012","SWI","GUI",96,0,96,0
"2012","SWI","HAI",1,0,1,0
"2012","SWI","HRV",45,0,45,0
"2012","SWI","HUN",10,0,10,0
"2012","SWI","ICO",126,0,126,0
"2012","SWI","IND",43,0,43,0
"2012","SWI","INS",0,0,0,0
"2012","SWI","IRN",1356,0,1356,0
"2012","SWI","IRQ",4120,0,4120,0
"2012","SWI","ISR",1,0,1,0
"2012","SWI","ITA",7,0,7,0
"2012","SWI","JOR",20,0,20,0
"2012","SWI","KAZ",12,0,12,0
"2012","SWI","KEN",47,0,47,0
"2012","SWI","KGZ",16,0,16,0
"2012","SWI","KRN",4,0,4,0
"2012","SWI","LAO",154,0,154,0
"2012","SWI","LBR",50,0,50,0
"2012","SWI","LBY",208,0,208,0
"2012","SWI","LEB",41,0,41,0
"2012","SWI","LKA",3117,0,3117,0
"2012","SWI","LVA",3,0,3,0
"2012","SWI","mad",3,0,3,0
"2012","SWI","MAU",2,0,2,0
"2012","SWI","MCD",163,0,163,0
"2012","SWI","MDA",17,0,17,0
"2012","SWI","MDV",0,0,0,0
"2012","SWI","MEX",1,0,1,0
"2012","SWI","MLI",9,0,9,0
"2012","SWI","MLS",2,0,2,0
"2012","SWI","MNE",35,0,35,0
"2012","SWI","MNG",50,0,50,0
"2012","SWI","MOR",27,0,27,0
"2012","SWI","MOZ",0,0,0,0
"2012","SWI","MYA",46,0,46,0
"2012","SWI","NEP",8,0,8,0
"2012","SWI","NGR",10,0,10,0
"2012","SWI","NIG",92,0,92,0
"2012","SWI","PAK",99,0,99,0
"2012","SWI","PAR",1,0,1,0
"2012","SWI","PER",11,0,11,0
"2012","SWI","PHI",2,0,2,0
"2012","SWI","POL",9,0,9,0
"2012","SWI","POR",5,0,5,0
"2012","SWI","QAT",0,0,0,0
"2012","SWI","ROM",27,0,27,0
"2012","SWI","RSA",2,0,2,0
"2012","SWI","RUS",599,0,599,0
"2012","SWI","RWA",176,0,176,0
"2012","SWI","SAU",2,0,2,0
"2012","SWI","SEN",10,0,10,0
"2012","SWI","SLE",39,0,39,0
"2012","SWI","SOM",4135,0,4135,0
"2012","SWI","SPA",3,0,3,0
"2012","SWI","SRB",4083,0,4083,0
"2012","SWI","SRV",1340,0,1340,0
"2012","SWI","SSD",0,0,0,0
"2012","SWI","STA",107,0,107,0
"2012","SWI","SUD",155,0,155,0
"2012","SWI","SVK",2,0,2,0
"2012","SWI","SVN",0,0,0,0
"2012","SWI","SYR",1391,0,1391,0
"2012","SWI","TAN",15,0,15,0
"2012","SWI","TJK",6,0,6,0
"2012","SWI","TKM",9,0,9,0
"2012","SWI","TOG",696,0,696,0
"2012","SWI","TUN",369,0,369,0
"2012","SWI","TUR",3926,0,3926,0
"2012","SWI","UGA",32,0,32,0
"2012","SWI","UKR",16,0,16,0
"2012","SWI","USA",1,0,1,0
"2012","SWI","UZB",54,0,54,0
"2012","SWI","VAR",474,0,474,0
"2012","SWI","VEN",3,0,3,0
"2012","SWI","WSH",4,0,4,0
"2012","SWI","YEM",268,0,268,0
"2012","SWI","ZIM",14,0,14,0
"2012","SXM","IRN",3,3,3,3
"2012","SYR","AFG",1737,1737,1737,NA
"2012","SYR","ALG",17,17,17,17
"2012","SYR","ARE",26,26,26,26
"2012","SYR","BAH",1,1,1,1
"2012","SYR","BDI",6,6,6,6
"2012","SYR","BKF",1,1,1,1
"2012","SYR","BUL",1,1,1,1
"2012","SYR","CHD",2,2,2,2
"2012","SYR","COB",2,2,2,2
"2012","SYR","COD",6,6,6,6
"2012","SYR","ERT",54,54,54,54
"2012","SYR","ETH",9,9,9,9
"2012","SYR","GAZ",48,48,48,48
"2012","SYR","ICO",3,3,3,3
"2012","SYR","IND",2,2,2,2
"2012","SYR","IRN",80,80,80,80
